Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1752.6553,-17626.44,-3545.5145,90.5348484,-19379.095299999997,-3454.9796516,-22834.0749516,16
1,-1770.6419,-17622.5843,-3504.95,90.408132,-19393.226199999997,-3414.541868,-22807.768067999998,16
2,-1731.3682,-17741.9382,-3439.9358,89.6041296,-19473.3064,-3350.3316704000003,-22823.6380704,16
3,-1768.4101,-17695.2712,-3461.6698,89.74031256,-19463.6813,-3371.9294874400002,-22835.61078744,16
4,-1763.3359,-17706.8725,-3483.394,89.74244016,-19470.208400000003,-3393.6515598399997,-22863.859959840003,16
5,-1808.1203,-17535.5277,-3578.0569,90.21271608,-19343.647999999997,-3487.84418392,-22831.492183919996,16
6,-1783.5893,-17713.9499,-3448.5781,90.89167103999999,-19497.5392,-3357.6864289600003,-22855.225628959997,16
7,-1741.425,-17798.0495,-3427.1857,91.02163392,-19539.4745,-3336.16406608,-22875.638566079997,16
8,-1725.7515,-17758.5889,-3504.3528,93.35618423999999,-19484.340399999997,-3410.99661576,-22895.337015759997,16
9,-1747.6367,-17725.9763,-3441.3377,92.12257944,-19473.612999999998,-3349.21512056,-22822.828120559996,16
10,-1724.6546,-17698.9555,-3486.1983,94.08256128,-19423.6101,-3392.11573872,-22815.72583872,16
11,-1756.5239,-17612.8425,-3563.3152,92.25424368,-19369.3664,-3471.06095632,-22840.42735632,16
12,-1757.3565,-17689.6648,-3502.3893,90.39069648,-19447.0213,-3411.99860352,-22859.01990352,16
13,-1759.0857,-17831.8746,-3429.6517,88.54821504,-19590.9603,-3341.10348496,-22932.06378496,16
14,-1768.5083,-17681.4731,-3517.5595,93.67282872,-19449.9814,-3423.88667128,-22873.86807128,16
15,-1767.7167,-17803.6696,-3421.6322,91.78232904000001,-19571.386300000002,-3329.84987096,-22901.23617096,16
16,-1765.6344,-17757.7132,-3397.8623,89.09362944,-19523.347599999997,-3308.76867056,-22832.116270559996,16
17,-1761.4358,-17691.9585,-3541.2404,93.39139295999999,-19453.3943,-3447.8490070400003,-22901.24330704,16
18,-1781.8868,-17704.3877,-3529.3694,89.87936687999999,-19486.2745,-3439.49003312,-22925.76453312,16
19,-1795.7895,-17704.6275,-3502.4885,88.78548744,-19500.416999999998,-3413.70301256,-22914.120012559997,16
