Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1773.4068,-17886.7315,-3276.3111,89.71463304,-19660.138300000002,-3186.59646696,-22846.734766960002,25
1,-1746.7748,-17886.507,-3340.6589,90.75553848,-19633.2818,-3249.90336152,-22883.18516152,25
2,-1732.1089,-17822.3258,-3380.94,90.9353124,-19554.434699999998,-3290.0046876,-22844.439387599996,25
3,-1733.6395,-17835.9184,-3298.8075,92.45055815999999,-19569.5579,-3206.3569418399998,-22775.91484184,25
4,-1748.3442,-17925.5471,-3273.46,89.12843495999999,-19673.8913,-3184.33156504,-22858.22286504,25
5,-1734.8379,-17853.7345,-3354.7709,92.56560408,-19588.572399999997,-3262.20529592,-22850.77769592,25
6,-1707.3532,-17893.4127,-3324.9552,90.15890904,-19600.765900000002,-3234.79629096,-22835.56219096,25
7,-1728.6486,-17694.8631,-3453.5104,93.09384,-19423.5117,-3360.41656,-22783.928259999997,25
8,-1732.9272,-17747.4004,-3415.4634,90.28522008,-19480.327599999997,-3325.1781799200003,-22805.505779919997,25
9,-1763.527,-17651.2741,-3519.6555,90.8934552,-19414.801099999997,-3428.7620448,-22843.5631448,25
10,-1728.6168,-17791.169,-3429.6403,92.60995176,-19519.7858,-3337.03034824,-22856.81614824,25
11,-1740.482,-17693.0605,-3434.0604,92.30937263999999,-19433.5425,-3341.75102736,-22775.293527359998,25
12,-1743.6927,-17717.2257,-3547.2247,91.5730056,-19460.9184,-3455.6516944,-22916.5700944,25
13,-1767.7401,-17572.4953,-3520.7469,92.40851592,-19340.235399999998,-3428.33838408,-22768.573784079996,25
14,-1742.6345,-17551.2427,-3545.7542,92.36869272,-19293.8772,-3453.3855072799997,-22747.26270728,25
15,-1758.2238,-17622.711,-3490.3356,93.59011007999999,-19380.9348,-3396.7454899199997,-22777.680289919997,25
16,-1742.1177,-17695.6306,-3437.4574,93.14563896,-19437.7483,-3344.31176104,-22782.06006104,25
17,-1740.4704,-17793.3865,-3351.9277,91.30146552,-19533.8569,-3260.62623448,-22794.48313448,25
18,-1728.2037,-17802.9102,-3410.7693,91.90768896,-19531.113899999997,-3318.86161104,-22849.975511039996,25
19,-1764.5412,-17678.5771,-3461.6546,91.7211888,-19443.1183,-3369.9334111999997,-22813.051711199998,25
