Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1734.4518,-17681.2293,-3434.7469,90.67969368,-19415.681099999998,-3344.06720632,-22759.74830632,23
1,-1754.6293,-17717.3205,-3405.8086,88.67943575999999,-19471.949800000002,-3317.1291642399997,-22789.07896424,23
2,-1761.3505,-17847.2682,-3309.9703,89.88821424,-19608.6187,-3220.08208576,-22828.70078576,23
3,-1731.9125,-17889.729,-3274.1981,87.850926,-19621.641499999998,-3186.347174,-22807.988674,23
4,-1764.2467,-17854.7377,-3287.0188,86.40523296,-19618.9844,-3200.61356704,-22819.597967039997,23
5,-1823.5217,-17919.1649,-3213.1054,86.24103407999999,-19742.6866,-3126.8643659199997,-22869.55096592,23
6,-1773.9622,-17788.8199,-3342.3969,87.62701608,-19562.782099999997,-3254.76988392,-22817.551983919995,23
7,-1800.2101,-17833.797,-3257.0349,86.64119208,-19634.0071,-3170.39370792,-22804.40080792,23
8,-1750.2465,-17880.272,-3285.673,87.0875424,-19630.518500000002,-3198.5854575999997,-22829.1039576,23
9,-1747.2675,-17814.4118,-3357.0568,89.18504064,-19561.679300000003,-3267.87175936,-22829.55105936,23
10,-1763.4199,-17833.4617,-3278.7034,87.29363448000001,-19596.8816,-3191.40976552,-22788.29136552,23
11,-1765.3022,-17855.3222,-3203.3339,88.28383751999999,-19620.6244,-3115.05006248,-22735.67446248,23
12,-1754.7709,-17859.7467,-3277.3883,88.18528464,-19614.5176,-3189.20301536,-22803.72061536,23
13,-1749.2483,-17908.8901,-3231.9796,85.83786648,-19658.1384,-3146.1417335200003,-22804.28013352,23
14,-1774.6105,-17802.4523,-3335.784,87.87807864,-19577.0628,-3247.9059213600003,-22824.96872136,23
15,-1786.433,-17831.9577,-3291.9677,87.9450444,-19618.3907,-3204.0226556000002,-22822.4133556,23
16,-1790.6096,-17786.235,-3281.2884,88.6569768,-19576.8446,-3192.6314232,-22769.4760232,23
17,-1759.0399,-17873.0642,-3231.7394,87.55555896,-19632.1041,-3144.18384104,-22776.28794104,23
18,-1766.8528,-17838.5624,-3303.9796,88.08692328000001,-19605.4152,-3215.89267672,-22821.30787672,23
19,-1726.1132,-17732.868,-3377.5824,89.91958032,-19458.9812,-3287.6628196799998,-22746.64401968,23
