Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL,Stage
0,-1878.5942,-18266.6552,-2925.3196,71.67402144,-20145.2494,-2853.6455785599996,-22998.894978559998,1
1,-1925.1096,-18263.7121,-2969.2075,70.10938583999999,-20188.8217,-2899.09811416,-23087.91981416,1
2,-1877.0274,-18185.0428,-3011.8238,71.54985744,-20062.0702,-2940.2739425600003,-23002.34414256,1
3,-1905.3821,-18139.2022,-3000.2243,70.36853832,-20044.5843,-2929.85576168,-22974.440061679998,1
4,-1904.5148,-18116.3827,-3101.9024,72.6442488,-20020.8975,-3029.2581512,-23050.1556512,1
5,-1886.8454,-18290.4308,-2951.8584,71.25246648,-20177.276199999997,-2880.6059335200002,-23057.882133519997,1
6,-1924.7641,-18212.9628,-2902.4325,69.12588024,-20137.7269,-2833.30661976,-22971.03351976,1
7,-1876.3284,-18172.4466,-3045.6099,71.2009872,-20048.774999999998,-2974.4089128,-23023.183912799996,1
8,-1883.4946,-18359.8555,-2854.9103,71.22555648,-20243.350100000003,-2783.68474352,-23027.034843520003,1
9,-1919.9988,-18189.7344,-2929.0629,69.64627320000001,-20109.733200000002,-2859.4166268,-22969.149826800003,1
10,-1896.4629,-18353.7543,-2853.1369,70.17215255999999,-20250.2172,-2782.96474744,-23033.18194744,1
11,-1877.5188,-18285.1018,-2822.8177,71.45846424,-20162.620600000002,-2751.35923576,-22913.97983576,1
12,-1878.6459,-18352.9413,-2813.6692,71.27657495999999,-20231.587199999998,-2742.39262504,-22973.979825039998,1
13,-1886.444,-18401.6967,-2776.9775,68.58156096,-20288.1407,-2708.39593904,-22996.53663904,1
14,-1926.9155,-18339.3209,-2819.6237,67.40398728,-20266.236399999998,-2752.21971272,-23018.45611272,1
15,-1924.5355,-18307.9205,-2913.1081,70.31069855999999,-20232.456,-2842.7974014399997,-23075.25340144,1
16,-1882.3481,-18182.1488,-2971.4263,73.12956912,-20064.4969,-2898.2967308800003,-22962.793630879998,1
17,-1875.8429,-18284.2079,-2901.2627,71.399664,-20160.0508,-2829.863036,-22989.913836,1
18,-1891.2988,-18232.6234,-2953.9136,70.3212372,-20123.9222,-2883.5923628,-23007.5145628,1
19,-1886.1572,-18153.1355,-3024.7857,70.70787216,-20039.2927,-2954.07782784,-22993.37052784,1
0,-1892.6651,-18205.7452,-3008.7979,72.43851456,-20098.4103,-2936.35938544,-23034.769685440002,2
1,-1896.1078,-18150.0213,-2996.4021,71.9847576,-20046.129100000002,-2924.4173423999996,-22970.546442400002,2
2,-1898.4842,-18157.8731,-3023.6915,70.70083415999999,-20056.3573,-2952.99066584,-23009.34796584,2
3,-1914.5884,-18115.7325,-3051.0938,70.65321191999999,-20030.3209,-2980.44058808,-23010.76148808,2
4,-1883.5091,-18055.7958,-3087.0336,74.7749628,-19939.3049,-3012.2586372,-22951.5635372,2
5,-1898.9373,-18156.4598,-3032.3583,72.49007447999999,-20055.397100000002,-2959.8682255199997,-23015.265325520002,2
6,-1896.0668,-17962.2138,-3183.3802,72.91991088,-19858.280600000002,-3110.46028912,-22968.740889120003,2
7,-1915.8203,-18131.9151,-3001.1061,71.90935271999999,-20047.735399999998,-2929.19674728,-22976.93214728,2
8,-1867.5073,-18094.9535,-3039.2251,71.40105144,-19962.4608,-2967.82404856,-22930.28484856,2
